name,latitude,longitude,country_code,country_name,osm_id,osm_type,data_source
Dog Park 146816354,48.0057879,13.6624057,AT,Austria,146816354,way,OpenStreetMap
Dog Park 149878101,46.621043,14.3365821,AT,Austria,149878101,way,OpenStreetMap
Dog Park 1501112832,48.1737765,16.3285936,AT,Austria,1501112832,way,OpenStreetMap
Dog Park 1501112834,48.1734247,16.327511,AT,Austria,1501112834,way,OpenStreetMap
Dog Park 1501112835,48.1739178,16.3291464,AT,Austria,1501112835,way,OpenStreetMap
Dog Park 1502628264,48.3282032,16.488601,AT,Austria,1502628264,way,OpenStreetMap
Dog Park 159975241,47.822315,13.0430097,AT,Austria,159975241,way,OpenStreetMap
Dog Park 160656332,48.1673828,16.4156356,AT,Austria,160656332,way,OpenStreetMap
Dog Park 174848769,48.1874204,16.3476764,AT,Austria,174848769,way,OpenStreetMap
Dog Park 175780960,48.2231791,16.6751109,AT,Austria,175780960,way,OpenStreetMap
Dog Park 188027386,48.2043833,16.4117035,AT,Austria,188027386,way,OpenStreetMap
Dog Park 189839277,47.2064446,15.6334113,AT,Austria,189839277,way,OpenStreetMap
Dog Park 191932460,46.6366494,14.2998286,AT,Austria,191932460,way,OpenStreetMap
Dog Park 201149531,48.2339883,16.3871868,AT,Austria,201149531,way,OpenStreetMap
Dog Park 202106177,48.234261,16.3298241,AT,Austria,202106177,way,OpenStreetMap
Dog Park 207605612,48.152766,16.3422193,AT,Austria,207605612,way,OpenStreetMap
Dog Park 210448626,48.3180991,16.5312794,AT,Austria,210448626,way,OpenStreetMap
Dog Park 211201249,48.2573871,16.3885523,AT,Austria,211201249,way,OpenStreetMap
Dog Park 216478874,48.2684811,16.3827438,AT,Austria,216478874,way,OpenStreetMap
Dog Park 219286219,48.3811177,16.6251971,AT,Austria,219286219,way,OpenStreetMap
Dog Park 221348931,48.3460541,14.4583333,AT,Austria,221348931,way,OpenStreetMap
Dog Park 229362676,48.1529536,16.3169077,AT,Austria,229362676,way,OpenStreetMap
Dog Park 233711081,48.1817597,16.2744905,AT,Austria,233711081,way,OpenStreetMap
