name,latitude,longitude,city,country,data_source,confidence_score,osm_id
Hondenspeeltuin Willem I,52.3843594,4.9098092,Amsterdam,Netherlands,OpenStreetMap (leisure=dog_park),0.85,1149156771
Dog Park 1174767095,52.3328545,4.9506501,Amsterdam,Netherlands,OpenStreetMap (leisure=dog_park),0.85,1174767095
Dog Park 1293447930,52.3794947,4.8779473,Amsterdam,Netherlands,OpenStreetMap (leisure=dog_park),0.85,1293447930
Dog Park 10064068615,50.8739769,4.3093459,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,10064068615
Dog Park 10930177480,50.8194082,4.3315214,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,10930177480
Dog Park 131205895,50.8250263,4.387405,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,131205895
Dog Park 249305620,50.8037203,4.3116984,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,249305620
Dog Park 438431476,50.8086548,4.3357532,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,438431476
Dog Park 496365047,50.8283724,4.3099713,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,496365047
Dog Park 498515516,50.8513961,4.3147098,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,498515516
Dog Park 548375617,50.889356,4.3152451,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,548375617
Dog Park 589691709,50.8679266,4.3347007,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,589691709
Dog Park 638206387,50.8719716,4.3975314,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,638206387
Dog Park 648714687,50.8838295,4.3339221,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,648714687
Dog Park 685108015,50.8791639,4.3391013,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,685108015
Dog Park 686274560,50.8752363,4.3351386,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,686274560
Dog Park 740931763,50.8826323,4.3036699,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,740931763
Dog Park 756284402,50.8911434,4.3117978,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,756284402
Dog Park 766641302,50.8666246,4.3837971,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,766641302
Dog Park 823389788,50.8588382,4.3974391,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,823389788
Dog Park 830741070,50.8815566,4.3347675,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,830741070
Dog Park 834687418,50.8361526,4.3864482,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,834687418
Dog Park 844328154,50.8565082,4.391619,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,844328154
Dog Park 849764137,50.8906518,4.3773697,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,849764137
Dog Park 854945860,50.8990461,4.3569888,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,854945860
Dog Park 857590826,50.8972409,4.3839115,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,857590826
Dog Park 862113956,50.8479539,4.3775274,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,862113956
Dog Park 882838361,50.886734,4.3271553,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,882838361
Hondenlosloopweide Strombeek-Bever,50.903132,4.3495062,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,888453392
Dog Park 925953323,50.8551789,4.3471033,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,925953323
Dog Park 952421733,50.8948843,4.3248067,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,952421733
Dog Park 958506674,50.8781185,4.3493854,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,958506674
Dog Park 961594779,50.8331802,4.2992824,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,961594779
Dog Park 997944059,50.8522001,4.3178636,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,997944059
Dog Park 1007281903,50.8498264,4.3383745,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1007281903
Dog Park 1026385857,50.865217,4.3930921,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1026385857
Dog Park 1046443974,50.8586794,4.3790115,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1046443974
Dog Park 1053002940,50.8660037,4.4050241,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1053002940
Dog Park 1079453764,50.8461683,4.3441114,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1079453764
Dog Park 1089705582,50.8784704,4.3051093,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1089705582
Dog Park 1092314802,50.8431472,4.3537834,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1092314802
Dog Park 1097987780,50.8897838,4.3191791,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1097987780
Zone de liberté grands chiens - Vrijheidszone grote houden,50.8286334,4.3522645,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1107539302
Zone de liberté petits chiens - Vrijheidszone kleine houden,50.8284984,4.3523194,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1107539303
Dog Park 1124237958,50.8924158,4.3171633,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1124237958
Dog Park 1232011709,50.8707397,4.3349408,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1232011709
Dog Park 1249788899,50.8055196,4.3933052,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1249788899
Dog Park 1263617665,50.8303782,4.3475399,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1263617665
Dog Park 1339144793,50.8045633,4.405451,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1339144793
Dog Park 1356841888,50.8795518,4.314575,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1356841888
Dog Park 1365005097,50.830205,4.3973081,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1365005097
Dog Park 1366784486,50.8091171,4.3507276,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1366784486
Dog Park 1370770551,50.8623805,4.3134681,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1370770551
Dog Park 1412767784,50.8781005,4.3172709,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1412767784
Dog Park 1419964019,50.8108448,4.4054151,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1419964019
Dog Park 1469559803,50.8267009,4.3894222,Brussels,Belgium,OpenStreetMap (leisure=dog_park),0.85,1469559803
Dog Park 653143704,48.1911659,16.3538538,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,653143704
Dog Park 654009430,48.1898831,16.3521081,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,654009430
Dog Park 9405067348,48.2511065,16.3830869,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,9405067348
Dog Park 26665704,48.1748665,16.3539074,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,26665704
Parkanlage Mittelzone,48.1809041,16.3485528,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,26739618
Parkanlage Winckelmannstraße,48.190439,16.3209344,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,27084978
Dog Park 28279241,48.1627069,16.3551631,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,28279241
Dog Park 33562633,48.2005318,16.3848727,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,33562633
Dog Park 36117691,48.2056809,16.3564631,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,36117691
Dog Park 104449329,48.2445095,16.3803531,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,104449329
Dog Park 105742845,48.1980945,16.3616362,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,105742845
Dog Park 110311476,48.1720703,16.3592612,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,110311476
Dog Park 112047119,48.1566391,16.4250612,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,112047119
Dog Park 120470606,48.2123866,16.3511526,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,120470606
Dog Park 122941000,48.2215372,16.3539175,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,122941000
Dog Park 126583097,48.2061872,16.3616389,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,126583097
Dog Park 136447724,48.1631411,16.3257335,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,136447724
Dog Park 144778888,48.1889302,16.3394615,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,144778888
Dog Park 160656332,48.1673828,16.4156356,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,160656332
Dog Park 174848769,48.1874204,16.3476764,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,174848769
Dog Park 188027386,48.2043833,16.4117035,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,188027386
Dog Park 201149531,48.2339883,16.3871868,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,201149531
Dog Park 202106177,48.234261,16.3298241,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,202106177
Dog Park 211201249,48.2573871,16.3885523,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,211201249
Dog Park 253455318,48.226333,16.3584258,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,253455318
Dog Park 276706350,48.1850679,16.384473,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,276706350
Dog Park 276706351,48.1847107,16.3847468,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,276706351
Dog Park 293130640,48.1913767,16.3654365,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,293130640
Dog Park 293754105,48.2259065,16.3665837,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,293754105
Dog Park 298384637,48.1767206,16.4256452,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,298384637
Dog Park 302737980,48.2253971,16.3971269,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,302737980
Dog Park 305847888,48.2193872,16.3942035,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,305847888
Dog Park 317021850,48.1975806,16.401018,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,317021850
Dog Park 319342050,48.1789361,16.3752085,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,319342050
Dog Park 319342077,48.1795059,16.3784394,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,319342077
Dog Park 321623475,48.2448662,16.3389547,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,321623475
Dog Park 325908492,48.225836,16.339025,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,325908492
Dog Park 326623254,48.203997,16.3326598,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,326623254
Dog Park 328037621,48.2353394,16.3709294,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,328037621
Dog Park 344239640,48.1698197,16.3821121,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,344239640
Dog Park 348102657,48.1633783,16.3931667,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,348102657
Dog Park 352160331,48.1871125,16.3381854,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,352160331
Dog Park 363263335,48.2263734,16.3710537,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,363263335
Dog Park 363263343,48.2246269,16.3790392,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,363263343
Dog Park 371889456,48.1879543,16.3858373,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,371889456
Dog Park 391112514,48.2452999,16.3484282,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,391112514
Dog Park 394662616,48.243392,16.3609506,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,394662616
Treppelweg - Brigittenauer Lände,48.2511279,16.3728828,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,399233330
Dog Park 434992485,48.1813982,16.3390583,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,434992485
Dog Park 434992486,48.186856,16.3432497,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,434992486
Dog Park 434992487,48.178979,16.3346748,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,434992487
Dog Park 434992977,48.1828089,16.3505346,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,434992977
Dog Park 442138180,48.2137329,16.3779175,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,442138180
Dog Park 445915307,48.1811513,16.3667234,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,445915307
Dog Park 465438009,48.2235041,16.3906013,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,465438009
Esterházypark,48.1979517,16.3522622,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,495175929
Dog Park 498899264,48.182,16.3272686,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,498899264
Dog Park 518941753,48.1782489,16.3862278,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,518941753
Dog Park 532682793,48.2146509,16.4148054,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,532682793
Dog Park 539869355,48.2326605,16.3503068,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,539869355
Dog Park 543168745,48.1712749,16.3205162,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,543168745
Dog Park 589979778,48.1668242,16.3773627,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,589979778
Dog Park 596053230,48.249155,16.3996017,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,596053230
Dog Park 631346380,48.215115,16.3950084,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,631346380
Dog Park 689093871,48.1996013,16.3730657,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,689093871
Dog Park 698291718,48.1563761,16.3295279,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,698291718
Dog Park 738307737,48.2156135,16.3747989,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,738307737
Dog Park 800009559,48.1985342,16.3905932,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,800009559
Dog Park 875172642,48.214468,16.3258654,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,875172642
Dog Park 896279973,48.1688964,16.4182069,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,896279973
Dog Park 908149848,48.1711476,16.4141014,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,908149848
Dog Park 908160505,48.2482831,16.4130566,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,908160505
Dog Park 921726504,48.1814416,16.413067,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,921726504
Dog Park 925021969,48.1678151,16.3382471,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,925021969
Dog Park 925289069,48.2252432,16.3246858,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,925289069
Dog Park 932054500,48.2083735,16.3960055,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,932054500
Dog Park 946528875,48.1887868,16.3392769,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,946528875
Dog Park 949495218,48.1727266,16.3707006,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,949495218
Dog Park 949498484,48.2062194,16.396707,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,949498484
Hamerlingpark,48.2112108,16.3447581,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,951887264
Dog Park 956202688,48.2152292,16.3731114,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,956202688
Hundezone Kaisermühlen,48.2243131,16.4213733,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,977500951
Dog Park 977501437,48.1959629,16.4039785,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,977501437
Dog Park 977501896,48.2029011,16.3808809,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,977501896
Dog Park 977584002,48.1713427,16.4090792,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,977584002
Dog Park 977930844,48.1906195,16.3993798,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,977930844
Dog Park 998682253,48.2386779,16.3818146,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,998682253
Dog Park 1000726563,48.1984324,16.3305,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1000726563
Dog Park 1011257686,48.2390228,16.384488,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1011257686
Dog Park 1011257687,48.2388142,16.3840564,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1011257687
Hundeauslaufplatz,48.1589194,16.3602929,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1054409781
Dog Park 1067293486,48.2156068,16.4172971,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1067293486
Dog Park 1106015453,48.1862382,16.3505542,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1106015453
Dog Park 1107364989,48.2269494,16.3907273,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1107364989
Dog Park 1112305576,48.2196815,16.4006105,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1112305576
Dog Park 1119205866,48.2100825,16.3276341,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1119205866
Dog Park 1127835805,48.1722031,16.4086347,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1127835805
Dog Park 1148458940,48.2523044,16.3595217,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1148458940
Dog Park 1171744063,48.1678648,16.3839987,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1171744063
Dog Park 1185472685,48.1814835,16.3556691,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1185472685
Dog Park 1186186854,48.239894,16.3823724,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1186186854
Dog Park 1188344041,48.2439433,16.3735368,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1188344041
Dog Park 1189698091,48.248699,16.3781816,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1189698091
Dog Park 1194072452,48.2323202,16.3624757,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1194072452
Dog Park 1204720213,48.2101925,16.408819,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1204720213
Dog Park 1208321342,48.2304096,16.3890743,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1208321342
Dog Park 1256041524,48.1912457,16.4054324,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1256041524
Dog Park 1290607439,48.2004151,16.3823417,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1290607439
Dog Park 1297408566,48.171345,16.396707,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1297408566
Dog Park 1365391111,48.179825,16.3871159,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1365391111
Hundeauslaufplatz Donauinsel Nord,48.2530776,16.3812257,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1416152543
Dog Park 1460152595,48.1880148,16.3634838,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1460152595
Dog Park 1460152596,48.1881523,16.3557822,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1460152596
Dog Park 1460152814,48.1948439,16.3545485,Vienna,Austria,OpenStreetMap (leisure=dog_park),0.85,1460152814
Dog Park 8671283289,41.3850683,2.1352798,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,8671283289
Dog Park 11126038309,41.3907817,2.1999202,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,11126038309
Dog Park 13195426112,41.3864569,2.1369433,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,13195426112
Dog Park 86939227,41.4130291,2.1423986,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,86939227
Dog Park 122157052,41.4267952,2.1525682,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,122157052
Dog Park 133219288,41.4318128,2.1815811,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,133219288
Dog Park 135789797,41.4081188,2.1421196,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,135789797
Dog Park 135790943,41.4110855,2.1445742,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,135790943
Dog Park 175783882,41.4075691,2.1712523,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,175783882
Dog Park 178084509,41.4089662,2.1691119,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,178084509
Dog Park 198437139,41.3877534,2.1926437,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,198437139
Dog Park 245375177,41.3722698,2.1741985,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,245375177
Dog Park 256814764,41.3966593,2.1198529,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,256814764
Dog Park 269149017,41.3924858,2.1217822,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,269149017
Dog Park 283777013,41.4017238,2.1445821,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,283777013
Dog Park 287130416,41.4260996,2.1371108,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,287130416
Dog Park 296836789,41.4079257,2.1536677,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,296836789
Dog Park 394928524,41.4033324,2.1299059,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,394928524
Dog Park 412143997,41.3976677,2.2083546,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,412143997
Dog Park 423212128,41.3817085,2.1929419,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,423212128
Dog Park 426994367,41.3711241,2.1676687,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,426994367
Dog Park 428476483,41.411295,2.1908983,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,428476483
Dog Park 429042997,41.4199513,2.1957771,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,429042997
Dog Park 433199352,41.4328989,2.1862739,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,433199352
Dog Park 433199754,41.4256512,2.1810156,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,433199754
Dog Park 433200255,41.4358689,2.1955804,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,433200255
Dog Park 433200488,41.4343263,2.2075766,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,433200488
Dog Park 433200596,41.4278941,2.1886208,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,433200596
Dog Park 433303937,41.4302387,2.1910131,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,433303937
Dog Park 433305283,41.4364346,2.1922577,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,433305283
Dog Park 435914353,41.4088231,2.2015025,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,435914353
Dog Park 505524298,41.4238826,2.2127574,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,505524298
Dog Park 526792216,41.4022992,2.1810429,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,526792216
Dog Park 545092967,41.4080725,2.1432294,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,545092967
Dog Park 552474140,41.406856,2.1899218,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,552474140
Dog Park 564052232,41.3864744,2.1370753,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,564052232
Dog Park 584606436,41.4139513,2.1786286,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,584606436
Dog Park 604020467,41.4371781,2.2166479,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,604020467
Dog Park 612307568,41.4099071,2.1793715,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,612307568
Dog Park 620656217,41.4022654,2.1729994,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,620656217
Dog Park 640841645,41.4331039,2.1654395,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,640841645
Node gossos 1,41.4048029,2.1864465,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,667865854
Dog Park 685129044,41.3941307,2.1400637,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,685129044
Dog Park 685129064,41.3935624,2.1381907,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,685129064
Dog Park 685327805,41.4201009,2.1811524,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,685327805
Dog Park 711891717,41.3620752,2.1311313,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,711891717
Dog Park 730287333,41.3888197,2.160802,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,730287333
Dog Park 731934575,41.4099311,2.1532449,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,731934575
Dog Park 736840885,41.4241856,2.1443733,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,736840885
Dog Park 741261199,41.4317413,2.1474019,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,741261199
Dog Park 751344296,41.3695984,2.1358844,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,751344296
Dog Park 759622304,41.4070317,2.1475946,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,759622304
Dog Park 770887440,41.375534,2.1526689,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,770887440
Dog Park 801903064,41.4077565,2.1373549,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,801903064
Dog Park 813106092,41.4208447,2.2161406,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,813106092
Dog Park 813433712,41.3661795,2.1407523,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,813433712
Dog Park 842677164,41.385302,2.146082,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,842677164
Dog Park 875530585,41.4227575,2.1538353,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,875530585
Dog Park 903520305,41.3786039,2.1325372,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,903520305
Dog Park 920219792,41.4366536,2.1674601,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,920219792
Dog Park 966016406,41.4125827,2.1461101,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,966016406
Dog Park 971597535,41.4339089,2.1755672,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,971597535
Dog Park 988531021,41.4147855,2.1375203,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,988531021
Dog Park 1002075266,41.4276245,2.2044943,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1002075266
Dog Park 1009384668,41.4133957,2.1857681,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1009384668
Dog Park 1022979311,41.4276282,2.2256912,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1022979311
Dog Park 1029851550,41.4019359,2.1606455,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1029851550
Dog Park 1030737656,41.404154,2.2077917,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1030737656
Dog Park 1033560448,41.401451,2.2059909,Barcelona,Spain,OpenStreetMap (leisure=dog_park),0.85,1033560448
